job_title,job_link,date_posted,employer,salary,location,job_type,whole_body
EDI Data Analyst,https://www.reed.co.uk/jobs/edi-data-analyst/43977845?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Zachary Daniels,"£25,000 - £28,000 per annum",Hertfordshire,FULL_TIME,"zachary daniels recruitment are excited to be recruiting for an electronic trading analyst to our clients team in watford. the purpose of this role is to advise, drive adoption and support the supplier electronic engagement within the business to maximise the effectiveness of electronic data interchange. key accountabilities:   maintain and support edi interfaces between both business applications and suppliers work with key stakeholders internally and externally (suppliers and 3rd party vendors) to understand edi requirements. provide a considered solution ensuring it meets the business needs. support in flight projects to ensure etrading requirements are being captured. act as the electronic data interchange subject matter expert. the etrading analyst will be empowered to question and challenge in a professional manner the deliverables expected by the supplier and the business stakeholders. they will assist in providing the right solution for our suppliers. the etrading analyst needs to understand the standard solution and clearly identify and communicate any risks or impacts to any customisation required by the supplier. provide set up and ongoing support post edi set up. working with stakeholders and suppliers as required to problem solve and rectify issues as they arise. strong stakeholder management will be required across all areas mentioned above to ensure that deliverables can be made against slas. expectations will need to be  what are we looking for:  experience with data interpretation and investigation. superior customer service skills, preferably in a technical implementation capacity working within an edi related department. (preferred) ability to design creative solutions to meet the suppliers business and technical needs working knowledge of file transfer protocols including ftp, sftp, as2 the ability to translate business requirements into technical functional requirements highly motivated, organised and methodical with an attention to detail confidence to manage stakeholders internally and externally and at all levels  bbbh22308"
EDI Data Analyst,https://www.reed.co.uk/jobs/edi-data-analyst/43977839?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Zachary Daniels,"£25,000 - £28,000 per annum",South East England,FULL_TIME,"zachary daniels recruitment are excited to be recruiting for an electronic trading analyst to our clients team in watford. the purpose of this role is to advise, drive adoption and support the supplier electronic engagement within the business to maximise the effectiveness of electronic data interchange. key accountabilities:   maintain and support edi interfaces between both business applications and suppliers work with key stakeholders internally and externally (suppliers and 3rd party vendors) to understand edi requirements. provide a considered solution ensuring it meets the business needs. support in flight projects to ensure etrading requirements are being captured. act as the electronic data interchange subject matter expert. the etrading analyst will be empowered to question and challenge in a professional manner the deliverables expected by the supplier and the business stakeholders. they will assist in providing the right solution for our suppliers. the etrading analyst needs to understand the standard solution and clearly identify and communicate any risks or impacts to any customisation required by the supplier. provide set up and ongoing support post edi set up. working with stakeholders and suppliers as required to problem solve and rectify issues as they arise. strong stakeholder management will be required across all areas mentioned above to ensure that deliverables can be made against slas. expectations will need to be  what are we looking for:  experience with data interpretation and investigation. superior customer service skills, preferably in a technical implementation capacity working within an edi related department. (preferred) ability to design creative solutions to meet the suppliers business and technical needs working knowledge of file transfer protocols including ftp, sftp, as2 the ability to translate business requirements into technical functional requirements highly motivated, organised and methodical with an attention to detail confidence to manage stakeholders internally and externally and at all levels  bbbh22308"
EDI Data Analyst,https://www.reed.co.uk/jobs/edi-data-analyst/43977832?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Zachary Daniels,"£25,000 - £28,000 per annum",Berkshire,FULL_TIME,"zachary daniels recruitment are excited to be recruiting for an electronic trading analyst to our clients team in watford. the purpose of this role is to advise, drive adoption and support the supplier electronic engagement within the business to maximise the effectiveness of electronic data interchange. key accountabilities:   maintain and support edi interfaces between both business applications and suppliers work with key stakeholders internally and externally (suppliers and 3rd party vendors) to understand edi requirements. provide a considered solution ensuring it meets the business needs. support in flight projects to ensure etrading requirements are being captured. act as the electronic data interchange subject matter expert. the etrading analyst will be empowered to question and challenge in a professional manner the deliverables expected by the supplier and the business stakeholders. they will assist in providing the right solution for our suppliers. the etrading analyst needs to understand the standard solution and clearly identify and communicate any risks or impacts to any customisation required by the supplier. provide set up and ongoing support post edi set up. working with stakeholders and suppliers as required to problem solve and rectify issues as they arise. strong stakeholder management will be required across all areas mentioned above to ensure that deliverables can be made against slas. expectations will need to be  what are we looking for:  experience with data interpretation and investigation. superior customer service skills, preferably in a technical implementation capacity working within an edi related department. (preferred) ability to design creative solutions to meet the suppliers business and technical needs working knowledge of file transfer protocols including ftp, sftp, as2 the ability to translate business requirements into technical functional requirements highly motivated, organised and methodical with an attention to detail confidence to manage stakeholders internally and externally and at all levels  bbbh22308"
Data Analyst - Insurance,https://www.reed.co.uk/jobs/data-analyst-insurance/44028878?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-13,ARCUS SEARCH LIMITED,"£35,000 - £60,000 per annum, inc benefits",South East England,FULL_TIME,"data analyst - insurance my prestigious insurance client are looking for a data analyst to join their team. you will assist in management of internal and external data, and prepare and present analytics to deliver growth responsibilities:  develop relationships with business units, clients and carriers to assist in delivering services.assist in the deployment of the company's data and analytics platformsassist in the creation of value from data for our clients and underwritersliaise with business units to be sure of what is required and what is to be agreedco-ordinate regular meetings and actions on an individual and firm wide level to ensure that all interactions are tracked and documented appropriatelymaintain requirements of external legislation and regulations, company best practice and other general business experience:  proven experience of analysing and interpreting dataexperience working with clients and external partners is desirableexcellent oral and written communication skillsable to communicate confidently via email, manage a diary using outlook calendar and use the internet to take advantage of sources of business information this is an urgent requirement, please send cv's in the first instance"
Data & Insight Analyst,https://www.reed.co.uk/jobs/data-insight-analyst/44207451?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-28,Proactive Appointments,"£40,000 - £50,000 per annum",Hampshire,FULL_TIME,"data & insight analyst our client is urgently looking for an experienced data & insight analyst to join their team based in farnborough on a permanent basis. the data & insight analyst should have previously worked for a direct consumer business as well as have strong experience  with raw data. the data & insight analyst will be responsible for deriving high-quality, actionable insight from their systems to allow them to better serve their customers. this is achieved through thorough investigation and alignment of a disparate and complex set of  data translated into value driven insight for the business the data & insight analyst will be working in a unique and historic business offering. you will be rewarded with flexible working (including remote working), an excellent salary and bonus, as well as a brilliant benefits package including private medical  insurance, life assurance, leading pension scheme and a generous amount of annual leave. data & insight analyst – key skills:  a degree in quantitative methods, such as data science, statistics or machine learningadvanced knowledge of curating (desirable) and use of (essential) data repositories and manipulation tools such as sql, python, google analytics or other cloud applications and reporting toolsexperience of enterprise applications, ideally in customer centric e-commerce, for a data driven businesses (desirable) data & insight analyst due to the volume of applications received for positions, it will not be possible to respond to all applications and only applicants who are considered suitable for interview will be contacted.  proactive appointments limited operates as an employment agency and employment business and is an equal opportunities organisation we take our obligations to protect your personal data very seriously.  any information provided to us will be processed as detailed in our privacy notice, a copy of which can be found on our website http://proactive.it/privacy-notice/"
Data Analyst multiple roles,https://www.reed.co.uk/jobs/data-analyst-multiple-roles/44257022?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-10-01,SUMMER-BROWNING ASSOCIATES LIMITED,£400.00 - £550.00 per day,South East England,"FULL_TIME, CONTRACTOR","we are recruiting for data analyst at a number of levels across a large cyber programme including the following projects:1)the protective monitoring/siem tooling project is delivering a replacement for existing promon services in fy2021/22. the project is part of the hocs cyber security programme and is currently in-flight to deliver by end fy2021/22.2) the end point protection project is delivering co-ordinated security to the end points of multiple services and devices, detecting and eliminating threat at the furthest most points away from core data services. the project is part of the hocs cyber security programme and is now to deliver defender for servers and onboard mbtp leds and ebsmain duties  collect, organises and studies data to provide insight and facilitate understanding.reporting on deviation from data quality standards and user expectations to inform activity and support activity to resolve and remediate these issues.estimating the impact of data quality errors on development activity and data driven processes.support the lead and senior data analysts in addressing root causes.work with end users to understand processes and data requirements. determine structure, content, and relationships within and across datasets.pro-actively provide insights and recommendations based on your data analysis and modelling. essential:  data profiling and data analysisanalytical and problem-solving product experience:  ms sentinel experience for siem data analyst desirable:  tenable sckenna desirables:  advanced excel and sql skills location: croydon/ manchester, mostly remote sc clearance requiredinside ir35"
DIGITAL DATA ANALYST,https://www.reed.co.uk/jobs/digital-data-analyst/44155543?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-22,Harnham,"£41,000 - £55,000 per annum",South East England,FULL_TIME,"digital analyst  london £45,000 - £55,000 global supplement retailer looking for a motivated analyst to help improve worldwide reach and exceed consumer expectations. brilliant opportunity for development - including the chance to train up in telium. the company leading sports nutrition business that develops, manufactures and markets innovative nutrition products for professional athletes, sports and fitness enthusiasts and the gym lifestyle community. it's the official sports nutrition supplier to many professional  teams and organisations, and has received a huge investment of interest and funding from major investors. the role as a digital analyst your role is centered around the intention of maximising the success of future progression through the analysis of current consumer behaviour. more specifically:  leading web analytics using adobe analyticsidentify opportunities for progression and improvement through the storytelling of datatagging and tracking for digital tracking skills and tools required  excellent understanding of google or adobe analyticsexperience in google tag manager or other tag management systems (tealium iq, adobe launch)strong sql understanding benefits £45,000 - £55,000 annual salary + 10% bonus, flexible working from home, pension, season ticket loan, and gym membership. how to apply please register your interest by sending your cv to holly taylor via the apply link on this page."
Senior Data Analyst,https://www.reed.co.uk/jobs/senior-data-analyst/43924516?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-04,Harnham,"£45,000 - £55,000 per annum",South East England,FULL_TIME,"senior analyst up to £55,000 london this worldwide retailer is looking for a senior analyst to join their analytics function. this person will play a key role in the customer and marketing analytics team, in better understanding the customer journey, reducing customer churn and increasing  acquisition and retention. the role: the senior analyst will have the following responsibilities:  the senior analyst operates functionally across the international markets of the business.the function encompasses statistical modelling, data analytics and reporting concerning customers and prospects across all performance & retention marketing activities (incl. marketing attribution and profitability analysis).working closely with the manager, customer & marketing analytics and the local team members across the international business unit, the role brings a thorough statistical understanding to business problems, specifically around the health of the customer  & prospect base as well as the profitability of performance & retention marketing activities.the senior analyst will continuously apply rigorous statistical and analytical techniques to customer and sales data, helping to develop practical recommendations on how to grow customer and prospect base as well as how to improve results out of the marketing  functions in a sustainable way.the role will be in close contact with team members working on qualitative customer insights and product & brand marketing teamsincrease customer knowledge and help to set the future agenda within all markets by examining customer kpis and producing comparable results across markets your skills and experience: the ideal senior analyst will have the following skills and experience:  several years of experience in quantitative and qualitative data analysis and statistical modelling, ideally in a retail businessvery good knowledge of sql and at least one statistical analysis software (r or python)a thorough understanding of modelling techniques (multiple and logistic regression, chaid, significance testing, a/b testing) and proven use of theseknowledge of arima time series modelling would be an advantage but not essentialexperience in setting up predictive models and get deriving clear, actionable recommendations from themideally, experience in dealing with big data applications (e.g. spark) and cloud platforms (aws, gcp, azure)strong analytical skills as well as the ability to present complex issues to a non-technical audienceproven ability to work on different levels up to senior management level and to work in an international environment with teams in different markets the benefits: the successful senior analyst will receive a salary of up to £55,000 based upon experience.  how to apply: please register your interest by sending your cv to tristan bowler via the apply link on this page."
DIGITAL DATA ANALYST,https://www.reed.co.uk/jobs/digital-data-analyst/44136057?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-21,Harnham,"£30,000 - £38,000 per annum",South East England,FULL_TIME,"digital insight analyst  £30,000-£38,000 / 3 days working from home per week  north london digital analyst wanted to monitor on site customer journey and marketing analysis for a leading uk experience brand. join this team for a flexible work-life balance with 2 days in the office and 3 days at home, exciting data, and lots of opportunity for  progression. the company  focused around bringing experiences to the uk, this company is attempting to achieve fast and profitable growth through customer satisfaction and understanding their wants and desires, whilst also providing a fun & progressive working environment for their  team. the role  this role is brand new and therefore is a great opportunity for an analyst looking to expand their skillset and learn from senior team members. specifically, this entails:  analyse customer data based on business direction ad making suggestions for progressionmaintain and build upon our customer analytics tool (power bi) with internal stakeholders to further enhance and develop the tool.working closely with both senior digital analysts and stakeholders to collate data and reveal conclusions skills and tools required   experience in using power bi and sql and adobe analytics or google analytics.experience in customer analytics ideally in an online retail environment.good understanding of working with and manipulating large data sets. benefits £30,000-£38,000 annual salary and flexible working from home. how to apply please register your interest by sending your cv to holly taylor via the apply link on this page."
Digital Data Analyst,https://www.reed.co.uk/jobs/digital-data-analyst/44136054?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-21,Harnham,"£35,000 - £45,000 per annum",South East England,FULL_TIME,"digital product analyst  central london £35,000 - £45,000 (+ bonus + benefits)  do you want to build scalable, high-performance products using cutting-edge technology? do you want to work with a passionate team of data experts? if this sounds like you and you want your work to have a direct impact on the public apply now.  the company a uk-based retail brand with many subsidiaries who are expanding their reach into the digital analytics sphere. they have built high-performance products using the newest technology that tangibly affects the customers in a positive way. there is a wealth  of data to be analysed and digital platforms that are always evolving, along with a commercial environment that is filled with data experts. the role the successful candidate will find ways to increase customer satisfaction and present them to product managers along with delivering insights to inform and corroborate with the conclusions that they have drawn. they will judge the success of in-place initiatives  and products along with analysing experiments to provide actionable insights and proposals for the product teams. the candidate will also lead the design of a/b tests and ensure that they are conducted in the most accurate scientifically valid way. there will  be lines of communication across all subsidiaries of the parent company, but the candidate will report to the centralised analytics team. the analytics team itself is filled with experts in their respective fields and there will be close work with your peers  through your training period. there will also be opportunities to work with both google analytics and adobe analytics. your skills the successful candidate will need to possess:  proven knowledge of google analytics or adobe analyticsexperience with a/b testingstrong interest in digital product developmentexperience or willingness to learn sql/python/rcommercial experience with stakeholders and product managersthe ability to communicate complex findings to key stakeholders in simple ways the benefits the successful digital analyst candidate will earn £35,000 to £45,000 per annum that includes competitive benefits and a bonus. hybrid working is available. how to apply  please register your interest by sending your cv to corey haigney via the apply link on this page."
Associate Data Analyst/ Data Analyst,https://www.reed.co.uk/jobs/associate-data-analyst-data-analyst/44258668?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-10-01,The Guardian,Competitive salary,South East England,FULL_TIME,"job title: associate data analyst/ data analystlocation: london, king crosspermanent, full time roleclosing date: sunday 10th october 2021springer nature opens the doors to discovery for researchers, educators, clinicians and other professionals. every  day, around the globe, our imprints, books, journals, platforms and technology solutions reach millions of people. for over 175 years our brands and imprints have been a trusted source of knowledge to these communities and today, more than ever, we see it  as our responsibility to ensure that fundamental knowledge can be found, verified, understood and used by our communities - enabling them to improve outcomes, make progress, and benefit the generations that follow. visit: group.springernature.com and follow  @springernaturethe associate data analyst/ data analyst supports the editorial and publishing needs of over 3000 journals in the springer nature journals group by acquiring and analysing data, and extracting key insights to report to stakeholders at all levels.  reporting will monitor our performance against kpis and ensure we use data driven decisions to provide a best-in-class service for our authors, editors and reviewers.we are now looking for an associate data analyst/ data analyst to provide invaluable insight  to parts of the process where we are operating well (or under-performing) so we know where to focus our efforts. you will have a particular focus on goals that pertain to researcher service and operational efficiency but may need to focus on specific strategic  projects that fall outside of this as required.you will possess strong statistical, and problem-solving skills. you will be an expert in collecting, organising, and analysing data.the successful candidate will be expected to join remotely and will be provided  a full virtual on-boarding. all our teams are currently working remotely, so although the role is based from our london campus, the role holder will be expected to work on this basis until we return to offices. key tasks compile, document and distribute both  routine and ad hoc reports to help address editorial and publishing challenges and meet the information needs of internal customers. lead the design and automation of routine reports. define and document relevant processes. acquire and clean data on sn journals  from ejp, editorial manager and other sources, auditing data quality. analyse data using statistical techniques; identify, analyse, and interpret trends or patterns in complex data sets. examine data sets to discover and organize meaningful insight to benefit  the performance of the sn journals group, supporting monitoring and achievement of kpis. create dashboards, graphs and visualisations to ensure effective communication of necessary data. provide brief insights to stakeholders to describe the data and identify  trends when producing reports. take the lead on creating ad hoc reports to help address editorial and publishing challenges and meet the information needs of internal customers in editorial and other departments. prepare and analyse data for use in external  presentations. collaborate with other data analysts, both in the performance and planning team, and from the wider business to investigate and implement systems to gather data from the most accurate data sources for reporting, optimise use of resources and  share best practice. work with stakeholders in the editorial and publishing departments to identify and prioritise business needs. work with other departments (business intelligence, market intelligence, etc.) to support alignment of data and company initiatives  where required.qualifications/equivalent experience bachelor's or master's degree in maths, statistics or a scientific subjectskills/knowledgeessential: strong knowledge of and experience with excel for data analysis experience with database management (sql)  training/work experience in a field related to science or data analysis. strong statistical, problem-solving and analytical skills, with a demonstrated ability to accurately collect, organize, and analyse information a passion for data and an understanding  of how to work with large data sets excellent data presentation and report writing skills, and a keen eye for detaildesirable: experience with programming (python, r) and data visualisation software (tableau). experience in database administration and analysis  desirable. publishing industry experience strongly preferred. willingness to learn new technologies and methodologies under minimum guidance ability to work in groups and independently willing and able to adapt to multiple demands and shifting prioritiesplease  apply by providing your cv and cover letter, the successful candidate will be offered the role of either data analyst or associate data analyst depending on experience.at springer nature we value the diversity of our teams. we recognize the many benefits of  a diverse workforce with equitable opportunities for everyone. we strive for an inclusive workplace that empowers all our colleagues to thrive. our search for the best talent fully encompasses and embraces these values and principles.visit the springer nature  editorial and publishing website at editorial-and-publishing-jobs for more information about our research e&p career opportunities."
DIGITAL DATA ANALYST,https://www.reed.co.uk/jobs/digital-data-analyst/44067648?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-15,Harnham,"£35,000 - £45,000 per annum",Dorset,FULL_TIME,"digital data analytist bourenmouth £35,000 - £45,000  a tight-knit team amongst 4000 staff looking to expand with a new digital analyst. apply to this role for 3 days working from home and 2 days in an office at the seaside, great room for progression and an exciting set of data. the company an insurance company driven by customer satisfaction and working across car, pet and home. they are an award-winning company across europe and asia with over 5 million customers, and the analysis done by it's dedicated team play a huge part in this. the role this role will be responsible for defining the problem points and working on improving conversion rates. more specifically:  optimisation projectsensuring data qualityusing dashboards and reporting back insightworking with external agencies on tagging and communicating insights skills and tools required  google analytics or adobe experiencecro experienceunderstanding of tagging benefits £35,000 - £45,000, 3 days working from home a week. how to apply please register your interest by sending your cv to holly taylor via the apply link on this page."
EDI Data Analyst,https://www.reed.co.uk/jobs/edi-data-analyst/43977824?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Zachary Daniels,"£25,000 - £28,000 per annum",Bedfordshire,FULL_TIME,"zachary daniels recruitment are excited to be recruiting for an electronic trading analyst to our clients team in watford. the purpose of this role is to advise, drive adoption and support the supplier electronic engagement within the business to maximise the effectiveness of electronic data interchange. key accountabilities:   maintain and support edi interfaces between both business applications and suppliers work with key stakeholders internally and externally (suppliers and 3rd party vendors) to understand edi requirements. provide a considered solution ensuring it meets the business needs. support in flight projects to ensure etrading requirements are being captured. act as the electronic data interchange subject matter expert. the etrading analyst will be empowered to question and challenge in a professional manner the deliverables expected by the supplier and the business stakeholders. they will assist in providing the right solution for our suppliers. the etrading analyst needs to understand the standard solution and clearly identify and communicate any risks or impacts to any customisation required by the supplier. provide set up and ongoing support post edi set up. working with stakeholders and suppliers as required to problem solve and rectify issues as they arise. strong stakeholder management will be required across all areas mentioned above to ensure that deliverables can be made against slas. expectations will need to be  what are we looking for:  experience with data interpretation and investigation. superior customer service skills, preferably in a technical implementation capacity working within an edi related department. (preferred) ability to design creative solutions to meet the suppliers business and technical needs working knowledge of file transfer protocols including ftp, sftp, as2 the ability to translate business requirements into technical functional requirements highly motivated, organised and methodical with an attention to detail confidence to manage stakeholders internally and externally and at all levels  bbbh22308"
EDI Data Analyst,https://www.reed.co.uk/jobs/edi-data-analyst/43977817?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Zachary Daniels,"£25,000 - £28,000 per annum",Hertfordshire,FULL_TIME,"zachary daniels recruitment are excited to be recruiting for an electronic trading analyst to our clients team in watford. the purpose of this role is to advise, drive adoption and support the supplier electronic engagement within the business to maximise the effectiveness of electronic data interchange. key accountabilities:   maintain and support edi interfaces between both business applications and suppliers work with key stakeholders internally and externally (suppliers and 3rd party vendors) to understand edi requirements. provide a considered solution ensuring it meets the business needs. support in flight projects to ensure etrading requirements are being captured. act as the electronic data interchange subject matter expert. the etrading analyst will be empowered to question and challenge in a professional manner the deliverables expected by the supplier and the business stakeholders. they will assist in providing the right solution for our suppliers. the etrading analyst needs to understand the standard solution and clearly identify and communicate any risks or impacts to any customisation required by the supplier. provide set up and ongoing support post edi set up. working with stakeholders and suppliers as required to problem solve and rectify issues as they arise. strong stakeholder management will be required across all areas mentioned above to ensure that deliverables can be made against slas. expectations will need to be  what are we looking for:  experience with data interpretation and investigation. superior customer service skills, preferably in a technical implementation capacity working within an edi related department. (preferred) ability to design creative solutions to meet the suppliers business and technical needs working knowledge of file transfer protocols including ftp, sftp, as2 the ability to translate business requirements into technical functional requirements highly motivated, organised and methodical with an attention to detail confidence to manage stakeholders internally and externally and at all levels  bbbh22308"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43851435?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-08-31,Percepta UK Limited,Competitive salary,East Midlands,FULL_TIME,"position summary the data analyst is responsible for supporting the database and data storage systems, ensuring the smooth flow of business-critical data from the multiple sites operated by the academy. the data analyst will become familiar with the globally unique training system and tailor the current system to fit the academy requirements. this will involve managing weekly delegate data updates and training data administration. the data analyst will also assist the business intelligence supervisor and business analyst with the routine reports and work in conjunction to develop work instructions for reports to provide increased levels of resilience from both an  operational and audit-readiness standpoint. all products should bear testimony to an extremely high standard of accuracy and presentation and the individual should be a good communicator. duties and responsibilities · ensure data systems are maintained and operationally ready for the business now and in the future · provide a supportive role to the academy business intelligence supervisor team and team leaders · assistance with the development of both internal and external reports and reporting standards · gain advanced knowledge of academy business function · must ensure all product is punctual, well-presented and prepared to a very high degree of accuracy · liaise with marketing specialist to provide targeted communications to the dealer network · maintenance and update of team processes and working instructions · assist business intelligence team in data migration into a new lms · update dealer team structure within the newly implemented lms system · manage weekly delegate data updates and administrate training data · provide continuous data cleansing processes for current data sets · liaise with peers to provide reporting for gaps in the lms system · maintain dealer data within lms by processing new alerts and changes · progress team queries raised via internal inbox · update foe lms (stars) to reflect changes in dealer structure education · a graduate it qualification or equivalent experience / skills · good understanding of business · advanced knowledge of ms excel, including formulas · previous exposure to lms or crm systems · understanding of database technologies · intermediate understanding of ms office, word, and powerpoint · analytical mindset · attention to detail · experience in report writing and presentation skills · knowledge of html, css & javascript would be an advantage · knowledge of webfocus would be an advantage"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44005870?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-10,Howden Group Holdings,Salary negotiable,South East England,FULL_TIME,"data analyst at hx - we offer a great opportunity to transform the insurance industry from the inside out! hx is an exciting and fast-paced place to work, with the culture of an ambitious small business, yet delivering high-quality enterprise-grade industry-firsts into the global wholesale insurance market.  the company born in 2019, hx is the newest division of howden group holdings, the world's largest majority employee-owned insurance group. built with a blend of insurance industry specialists and technology champions from various industries, hx focuses on digital products  and data solutions including automation, business-to-business / direct-to-consumer sales, analytics and driving business value from data insight.  the position we're looking for a data analyst summary of the role a role for someone to help drive and manage the analysis of insurance data to provide greater insight. this will mean working with the key business stakeholders and it to deliver solutions that meet the business' needs.  responsibilities   help shape business strategy through an understanding of how data can be used to address current and emerging business needs  delivery of assigned projects and contribute to others and other initiatives as required  develop and maintain data, data collection systems, data analytics and other strategies that optimise statistical efficiency and quality  work with internal stakeholders and develop positive relationships with the business units in the group  act as a point of contact for client requirements, project issues and other queries  requirements   2 years' experience working as a data analyst in the insurance industry, particularly the london market  demonstrable experience managing multiple data sets tool and technologies  extensive sql and etl knowledge  a customer centric approach to problem solving and data requests  the location hx?is based in the vibrant area of the city of london. our office is just a short walk away from liverpool street station.?  what we offer   competitive salary & generous pensions   individual private medical cover via bupa   26 weeks full pay maternity leave / 4 weeks full pay paternity leave   agile working arrangements   a wide variety of wellbeing offers: employee assistance programme, cycle to work (up to £5k), digital gp services, mental wellbeing support apps   why should you apply?  if you want…   a career that you define   an access to on-the-job learning and upscale courses (e.g. chartered insurance institute course and certification)   to join the group that considers their people as its chief competitive advantage   to be a part of the place where everyone has a voice, where volunteering in the community is part of the day job, and where everyone is encouraged to play a part towards our sustainability goals.   to make a difference - not just in the workplace, but in the industry and in the wider community.   if you are passionate about fast changing working environment and challenges.   you should join us at hx!"
Marketing & Data Analyst,https://www.reed.co.uk/jobs/marketing-data-analyst/44218535?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-28,ER Recruitment Limited,"£40,000 - £45,000 per annum",Leicestershire,FULL_TIME,"marketing & data analyst leicester £40,000-£45,000   do you have data and insight experience and are keen to inject your knowledge to drive growth?are you keen to work within a dynamic and successful team who are continuing to grow?would you like to be part of an innovative, forward thinking company who invest in their people? the company: er recruitment are thrilled to be working with our client, a widely recognised and respected organisation who are continuing to thrive year on year. reporting into the head of marketing, this is a fantastic opportunity for an insight-driven marketing & data  analyst to drive growth within the business. role & responsibilities of the marketing & data analyst:  utilise data management and technical analytical skills alongside business acumen to understand the business needs and objectives and incorporate them into analytical solutions that will help grow revenue through the resulting analysis and insight.responsible for delivering a suite of analytical capabilities and tools, such as customer profiling, segmentation, cluster analysis, propensity/regression modelling.manage data-driven projects and actionable insights across the business to lead transformation and identify growth opportunities, working with and providing data for all customer-facing channelsdevelop consistent analytical and reporting tools and collating performance metrics and overall roi into a clear communication that takes data and turns it into insight and recommendations for future campaigns.develop tools, process, policies and reporting for data governance and master data management, working with internal and external suppliers to drive and improve data cleanliness of existing data.ensure an on-going supply of suspect and prospect data to drive key target sectors and customer profiles. about you as the marketing & data analyst:  an experienced data and analytics professional with a proven record in collecting, analysing, interpreting and presenting data, with at least 3 years’ experience in a similar rolesound knowledge of analytical techniques including segmentation, regression, logistic regression or predictive modellingstrong interest in learning new database technologies and working with big data toolsexperience in analytical software and technical solutions such as sas, spss, sqlknowledge of bi and reporting toolsexperience developing and delivering a process for the evaluations and assessment of customer behaviour & competitor analysisexposure to a marketing environment, working with customer behavioural data is a distinct advantage and is preferredhave a strong ability to manage his or her own time effectively and be a self-starterhave a flexible working approach and be able to communicate with colleagues across all leavesworks well in a team and provides support to othersflexible approach to work and willing to work overtime during busy periods to meet customer demand. please note by applying for this role you give consent for er recruitment to retain your cv for up to 24 months for the purposes of assisting you to find your next role unless you notify us otherwise. while we aim to get back to all applicants, due to the current situation, if you do not receive a response within seven working days then unfortunately your application has been unsuccessful on this occasion. er recruitment are experienced within eight different sectors consisting of accountancy and finance, construction, customer service & onsite, directors & non-executive, human resources, office (including pa/ea), sales & marketing, supply chain & procurement. we look forward to helping you in your career in these sectors, so please send a copy of your cv to us. if you know of other people who are currently looking for a new career in these sectors please feel free to refer them to us. we look forward to hearing from you."
GIS Data Analyst,https://www.reed.co.uk/jobs/gis-data-analyst/44262284?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-10-03,Kinect Recruitment,£15.00 - £22.00 per hour,Hampshire,"FULL_TIME, CONTRACTOR","we are seeking a motivated gis analyst who will be responsible for our departmental geographic information systems (gis) databases, data entry, maintenance, and other gis capabilities, while also generating custom and standard maps, spatial analyses, and  other gis products to meet customer requirements. the successful candidate will utilise gis tools and utilities to convert data to gis formats and perform data quality checks and corrections. the gis analyst will carry out a wide range of challenging assignments to maintain the accuracy and quality of gis database information, data analysis, and visualisation to support a wide variety of departmental functions, processes, and analytical requirements. the ideal candidate is a self-starter who thrives in a fast-paced, collaborative environment, who possesses excellent analytical, prioritization, problem-solving, and verbal and written communication skills. skills & experience required:  experience with arcgis portal and arcgis onlineproficient with writing moderate to complex sql scripts for various relational databases (sql server, postgresql, oracle), experience with data lakes a plus.knowledge of fme or scripting language to automate processes and increase workflow duties to include:  participate in the development and implementation of queries, scripts, and instructions of moderate difficultyassist in the design, development, testing, and implementation of gis applications of routine to moderate difficulty to meet customer needs and enterprise requirementsextract and organise data and perform quality control operations to ensure the accuracy and completeness of all dataresearch source documents and/or coordinates with others to resolve missing or conflicting data andformat and generate a variety of gis products to include: standard and custom maps and map series, standard map templates, shape files, graphics, tables, and reportsperform data searches and retrievalsperform standard spatial analyses such as buffering, spatial overlays, and distance calculations using established methods and proceduresmaintain and update geospatial databasesextract, clean, adjust, and convert data and information from non-gis systems into gis formatsgeo-reference digital maps to align with real ground locations, using survey monument, gps, and other data as controlsprocess, load, review, and update data in gis database layers"
